"","X","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd","ocean_relevant","scenario","biome","loc","type","period","miss_co2_dir","miss_hco3_dir","miss_co3_dir","miss_pH_dir","miss_temp_dir","miss_cooccurrence","miss_high","miss_low","dir","category"
"450",494,"16.95","No Comment","10.1594/PANGAEA.846058",16.95,1952.19,145.46,15,2114.6,8.00122236838074,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"451",495,"16.96","No Comment","10.1594/PANGAEA.726883",16.96,1884.26,129.58,15,2030.8,7.96639801574001,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"452",496,"16.99","No Comment","10.1594/PANGAEA.869122",16.99,2150.45,137.82,-1.8,2305.26,8.2198735663544,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"453",497,"1600","No Comment","10.1594/PANGAEA.907928",54.2033333333333,2211.03,63.0966666666667,20,2328.33,7.50197524039382,0,1.36269341134876,0.415852537966686,27.8590721309953,29.2383361359704,0.00576416983744119,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,"low",NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
"454",498,"164.81","No Comment","10.1594/PANGAEA.883475",164.81,2446.97,22.47,12,2634.25,7.14237387180404,0,0,0,0,0,0,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","high","high","low","low",NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
"455",499,"17.02","No Comment","10.1594/PANGAEA.869122",17.02,2154.9,138.1,-1.8,2310.02,8.21985722745071,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"456",500,"17.03","No Comment","10.1594/PANGAEA.726883",17.03,1901.53,131.42,15,2049.98,7.968559150224,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"457",501,"17.06","No Comment","10.1594/PANGAEA.869122",17.06,2158.89,138.36,-1.8,2314.31,8.21987070868948,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"458",502,"17.14","No Comment","10.1594/PANGAEA.943274",17.14,1925.69,142.57,17.25,2085.4,7.9611031399296,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"459",503,"17.19","No Comment","10.1594/PANGAEA.846058",17.19,1959.31,144.49,15,2120.99,7.99673550495151,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"460",504,"17.19","No Comment","10.1594/PANGAEA.943274",17.19,1927.57,142.04,17.1,2086.8,7.9615390995712,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"461",505,"17.2","No Comment","10.1594/PANGAEA.943274",17.2,1895.22,137.68,17.1,2050.1,7.95534982095143,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"462",506,"17.22","No Comment","10.1594/PANGAEA.849402",17.22,1932.12,140.29,15,2089.63,7.98999348810288,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"463",508,"17.27","No Comment","10.1594/PANGAEA.834251",17.27,1901.17,137.57,17,2056.01,7.9552938175722,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"464",509,"17.27","No Comment","10.1594/PANGAEA.869122",17.27,2135.71,133.76,-1.8,2286.74,8.20987464896861,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"465",510,"17.29","No Comment","10.1594/PANGAEA.869122",17.29,2188.9,140.28,-1.8,2346.47,8.21986050597732,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"466",511,"17.3","No Comment","10.1594/PANGAEA.869122",17.3,2090.8,127.96,-1.8,2236.06,8.1998524100114,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"467",512,"17.33","No Comment","10.1594/PANGAEA.834251",17.33,1986.54,135.13,10,2139,8.04605020388358,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_SPSS",NA,"SPSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"468",513,"17.33","No Comment","10.1594/PANGAEA.891195",17.33,1957.68,168.19,25,2143.2,7.9000099586674,0,0,0,0,0,0,TRUE,"ssp245","SA_STPS","SA","STPS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"469",514,"17.35","No Comment","10.1594/PANGAEA.869122",17.35,2196.66,140.78,-1.8,2354.79,8.21986878906084,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"470",515,"17.42","No Comment","10.1594/PANGAEA.846058",17.42,1953.52,141.76,15,2112.7,7.98973671161811,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"471",516,"17.43","No Comment","10.1594/PANGAEA.835431",17.43,1941.06,169.5,28,2127.99,7.85958509354503,0,0,0,0,0,0,TRUE,"ssp245","SA_STPS","SA","STPS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"472",517,"17.43","No Comment","10.1594/PANGAEA.869122",17.43,2156.28,135.05,-1.8,2308.76,8.20988010381519,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"473",518,"17.51","No Comment","10.1594/PANGAEA.869122",17.51,2165.81,135.64,-1.8,2318.96,8.20985809651995,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"474",519,"17.54","No Comment","10.1594/PANGAEA.726883",17.54,1918.23,129.8,15,2065.57,7.95937488257812,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"475",520,"17.55","No Comment","10.1594/PANGAEA.869122",17.55,2170.83,135.96,-1.8,2324.34,8.20987601121159,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"476",521,"17.58","No Comment","10.1594/PANGAEA.726883",17.58,1912.87,128.77,15,2059.22,7.95713010855978,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"477",522,"17.63","No Comment","10.1594/PANGAEA.846058",17.63,1961.68,139.4,15,2118.71,7.98063547837307,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"478",523,"17.64","No Comment","10.1594/PANGAEA.869122",17.64,2084.32,124.66,-1.8,2226.62,8.18985339678007,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"479",524,"17.68","No Comment","10.1594/PANGAEA.869122",17.68,2088.97,124.94,-1.8,2231.59,8.18985996857576,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"480",525,"17.72","No Comment","10.1594/PANGAEA.869122",17.72,2092.78,125.17,-1.8,2235.67,8.18986734600014,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"481",526,"17.72","No Comment","10.1594/PANGAEA.943274",17.72,1899.57,134.81,17.37,2052.1,7.94074762202342,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"482",527,"17.74","No Comment","10.1594/PANGAEA.726883",17.74,1918.88,128.47,15,2065.09,7.95475477672036,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"483",528,"17.75","No Comment","10.1594/PANGAEA.836367",17.75,1983.02,157.26,20,2158.03,7.94583793143019,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"484",529,"17.75","No Comment","10.1594/PANGAEA.960341",17.75,1958.8,137.81,16,2114.36,7.95964811727986,0,0,0,0,0,0,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"485",530,"17.8","Mean","10.1594/PANGAEA.733912",17.8,1889.4,143.3,19,2050.5,7.9428086003865,0,0,0,0,0,0,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"486",531,"17.85","No Comment","10.1594/PANGAEA.869122",17.85,2208.14,138.29,-1.8,2364.28,8.20985484167834,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"487",532,"17.86","No Comment","10.1594/PANGAEA.869122",17.86,2159.49,132.17,-1.8,2309.52,8.19987236273272,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"488",533,"17.86","No Comment","10.1594/PANGAEA.949913",17.86,1774.63,112.51,17,1905,7.89787433863048,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"489",534,"17.93","No Comment","10.1594/PANGAEA.949280",17.93,1828.95,130.51,20,1977.39,7.89998871127242,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"490",535,"171.03","No Comment","10.1594/PANGAEA.835214",171.03,2267.15,21.02,20,2459.2,7.01369921112567,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","high",NA,"low","low",NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
"491",536,"174.85","No Comment","10.1594/PANGAEA.835214",174.85,2265.65,19,15,2459.5,7.05256164944818,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","high",NA,"low","low",NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
"492",537,"175.62","No Comment","10.1594/PANGAEA.835214",175.62,2303.29,18.2,10,2497.11,7.11111850726548,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","high",NA,"low","low",NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
"493",539,"18-1000","day 1","10.1594/PANGAEA.966813",24.46,2133.94,121.715,18,2280.115,7.83546277196028,0,0.0527046276694737,0.247711750046522,4.36394317103223,4.66435954874831,4.27274350471757e-06,TRUE,"ssp585","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"494",540,"18-1000","day 2","10.1594/PANGAEA.966813",28.225,2159.96,107.37,18,2295.555,7.77570791290254,0,0.384743781987153,1.33869754280462,2.10818510677892,1.15423134596149,0.00583895448672964,TRUE,"ssp585","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"495",542,"18-400","day 1","10.1594/PANGAEA.966813",10.81,1897.8,217.505,18,2126.115,8.13835429435285,0,0.52704627669473,6.73038095339169,20.0593812910014,13.8560466143044,0.0180330465582882,TRUE,"ssp245","NA_STSS",NA,"STSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"496",543,"18-400","day 2","10.1594/PANGAEA.966813",11.34,1913.45,210.495,18,2135.285,8.12018345205088,0,1.02246977678778,11.6635341032544,33.1828335807002,22.5417692542336,0.0316186373362616,TRUE,"ssp245","NA_STSS",NA,"STSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"497",544,"18.02","No Comment","10.1594/PANGAEA.869122",18.02,2178.78,133.35,-1.8,2330.15,8.19987031001561,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"498",545,"18.05","No Comment","10.1594/PANGAEA.943274",18.05,1901.16,133.09,17.62,2052.3,7.93068494171586,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"499",546,"18.12","No Comment","10.1594/PANGAEA.869122",18.12,2091.835,122.27,-1.8,2232.225,8.17988315762038,0,0,0.0424264068711945,0.742462120246004,0.784888527117479,3.44999201793037e-06,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"500",547,"18.13","No Comment","10.1594/PANGAEA.726883",18.13,1926.88,126.77,15,2071.78,7.94716269025422,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_STSS","SO","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"501",548,"18.14","No Comment","10.1594/PANGAEA.869122",18.14,2093.77,122.38,-1.8,2234.29,8.17987214603996,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"502",549,"18.16","No Comment","10.1594/PANGAEA.836367",18.16,1986.23,154.29,20,2158.68,7.93685499631607,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"503",550,"18.21","Mean","10.1594/PANGAEA.733912",18.21,1903.1,140.695,19,2062.005,7.93170337556172,0,0,0,0,0,0,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"504",551,"18.21","No Comment","10.1594/PANGAEA.869122",18.21,2102.25,122.875,-1.8,2243.335,8.17986983806919,0,0,0.0212132034355972,0.254558441226926,0.275771644662342,2.23887270814763e-05,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"505",552,"18.22","No Comment","10.1594/PANGAEA.849402",18.22,1952.06,135.36,15,2105.64,7.96999805228878,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"506",553,"18.22","No Comment","10.1594/PANGAEA.887739",18.22,2030.61,156.48,20,2205.31,7.93337907131061,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"507",554,"18.22","No Comment","10.1594/PANGAEA.960341",18.22,1964.52,135.06,16,2117.8,7.94962777074125,0,0,0,0,0,0,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"508",556,"18.24","No Comment","10.1594/PANGAEA.869122",18.24,2154.71,128.87,-1.8,2301.82,8.18985367132025,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"509",557,"18.32","No Comment","10.1594/PANGAEA.949913",18.32,1804.29,113.39,17,1936,7.89405944608521,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"510",558,"18.35","No Comment","10.1594/PANGAEA.892370",18.35,1939.17,108.14,2,2065.66,8.09905458128742,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_SPSS","SO","SPSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"511",559,"18.35, Temp2","No Comment","10.1594/PANGAEA.892370",18.35,1939.17,108.14,2.2,2065.66,8.09550604300203,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_SPSS","SO","SPSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"512",560,"18.37","No Comment","10.1594/PANGAEA.887739",18.37,2053.47,158.7,20,2230.54,7.9346353187676,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"513",561,"18.42","No Comment","10.1594/PANGAEA.869122",18.42,2175.57,130.12,-1.8,2324.11,8.1898616631497,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"514",562,"18.42","No Comment","10.1594/PANGAEA.887739",18.42,2021.54,153.37,20,2193.33,7.92660483294036,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"515",563,"18.44","No Comment","10.1594/PANGAEA.869122",18.44,2178.19,130.28,-1.8,2326.91,8.18987266003871,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"516",564,"18.46","No Comment","10.1594/PANGAEA.869122",18.46,2181.12,130.45,-1.8,2330.03,8.18985519338273,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"517",565,"18.47","No Comment","10.1594/PANGAEA.869122",18.47,2132.43,124.64,-1.8,2275.54,8.17987332660433,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"518",566,"18.5","No Comment","10.1594/PANGAEA.869122",18.5,2087.15,119.22,-1.8,2224.87,8.16988612530914,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"519",567,"18.57","Mean","10.1594/PANGAEA.733912",18.57,1907.96,137.47,19,2064,7.92052498811098,0,0,0,0,0,0,TRUE,"ssp245","NP_STSS","NP","STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"520",568,"18.59","No Comment","10.1594/PANGAEA.869122",18.59,2097.7,119.82,-1.8,2236.11,8.16987660707516,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"521",569,"18.6","No Comment","10.1594/PANGAEA.869122",18.6,2098.09,119.84,-1.8,2236.53,8.16986835655863,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"522",570,"18.61","No Comment","10.1594/PANGAEA.869122",18.61,2099.92,119.94,-1.8,2238.47,8.16985196465972,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"523",571,"18.64","No Comment","10.1594/PANGAEA.869122",18.64,2136.04333333333,123.986666666667,-1.8,2278.67,8.17654356773226,0,0,6.71459107714933,57.6228447174672,64.337420681902,0.0115467802751308,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"524",572,"18.67","No Comment","10.1594/PANGAEA.869122",18.67,2205.43,131.905,-1.8,2356.005,8.1898586508315,0,0,0.0212132034355972,0.38183766184071,0.403050865276448,5.34764812584619e-06,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"525",573,"18.67","No Comment","10.1594/PANGAEA.960341",18.67,1967.49,132.19,16,2118.35,7.93964354880843,0,0,0,0,0,0,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"526",574,"18.69","No Comment","10.1594/PANGAEA.869122",18.69,2107.97,120.4,-1.8,2247.06,8.16985273111183,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"527",575,"18.7","No Comment","10.1594/PANGAEA.835214",18.7,1963.75,144.25,20,2126.7,7.91257637823922,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"528",576,"18.72","No Comment","10.1594/PANGAEA.869122",18.72,2211.47,132.27,-1.8,2362.46,8.18987097130688,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"529",577,"18.8","No Comment","10.1594/PANGAEA.869122",18.8,2195.96,129.865,-1.8,2344.625,8.18487268076935,0,0,4.20728534805996,35.4543340086937,39.6616193567539,0.00706036429588946,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"530",578,"18.81","No Comment","10.1594/PANGAEA.869122",18.81,2171.93,126.95,-1.8,2317.69,8.17987755114285,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"531",579,"18.86","No Comment","10.1594/PANGAEA.869122",18.86,2177.69,127.28,-1.8,2323.83,8.17985477982577,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"532",580,"18.94","No Comment","10.1594/PANGAEA.892370",18.94,1973.98,108.57,2,2101.49,8.09305118948066,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_SPSS","SO","SPSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"533",581,"18.94, Temp2","No Comment","10.1594/PANGAEA.892370",18.94,1973.98,108.57,2.2,2101.49,8.08950265119527,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","SO_SPSS","SO","SPSS","2000s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"534",582,"18.97","No Comment","10.1594/PANGAEA.869122",18.97,2189.75,127.99,-1.8,2336.71,8.17987217407657,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,"Misaligned"
"535",583,"18.98","No Comment","10.1594/PANGAEA.836367",18.98,2001.33,149.84,20,2170.15,7.9208558133176,NA,NA,NA,NA,NA,NA,TRUE,"ssp245","NA_STSS",NA,"STSS","2090s",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Biome Relevant"
"536",584,"180","No Comment","10.1594/PANGAEA.973814",4.585,1500.745,382.175,27,1887.505,8.3399326866391,0,0.290292955477738,14.6406239621131,18.1898661347465,3.83953512811108,0.0219081464001393,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","low","low","high","high",NA,FALSE,FALSE,TRUE,"low","Lower Inorganic Carbon"
"537",586,"184.52","No Comment","10.1594/PANGAEA.758212",184.52,20025.74,1370.35,20,21580.61,7.88178968529618,NA,NA,NA,NA,NA,NA,FALSE,"Non-relevant","Non-relevant","Non-relevant","Non-relevant","Non-relevant","high","high","high",NA,NA,FALSE,TRUE,FALSE,"high","Higher Inorganic Carbon"
